agency,budget_type,appropriation_id,enacted_amount,enacted_type,text,page,description,year
STATE UNIVERSITY OF NEW YORK,AID TO LOCALITIES,50952,4420000.0,appropriation,"17 (50952) ... 4,420,000 ............................. (re. $1,302,000)",1353,Enacted appropriation should appear as reappropriation in executive budget,2025
STATE UNIVERSITY OF NEW YORK,AID TO LOCALITIES,50952,1302000.0,reappropriation,"17 (50952) ... 4,420,000 ............................. (re. $1,302,000)",1353,Enacted reappropriation should appear as reappropriation in executive budget,2025
STATE UNIVERSITY OF NEW YORK,AID TO LOCALITIES,50952,1302000.0,reappropriation,"17 (50952) ... 4,420,000 ............................. (re. $1,302,000)",1353,Enacted reappropriation should appear as reappropriation in executive budget,2025
STATE UNIVERSITY OF NEW YORK,AID TO LOCALITIES,50894,1700000.0,appropriation,"21 ative Extension (50894) ... 1,700,000 ............... (re. $246,000)",1353,Enacted appropriation should appear as reappropriation in executive budget,2025
STATE UNIVERSITY OF NEW YORK,AID TO LOCALITIES,50894,1700000.0,appropriation,"21 ative Extension (50894) ... 1,700,000 ............... (re. $246,000)",1353,Enacted appropriation should appear as reappropriation in executive budget,2025
STATE UNIVERSITY OF NEW YORK,AID TO LOCALITIES,50894,1700000.0,appropriation,"21 ative Extension (50894) ... 1,700,000 ............... (re. $246,000)",1353,Enacted appropriation should appear as reappropriation in executive budget,2025
STATE UNIVERSITY OF NEW YORK,AID TO LOCALITIES,50894,246000.0,reappropriation,"21 ative Extension (50894) ... 1,700,000 ............... (re. $246,000)",1353,Enacted reappropriation should appear as reappropriation in executive budget,2025
STATE UNIVERSITY OF NEW YORK,AID TO LOCALITIES,50894,246000.0,reappropriation,"21 ative Extension (50894) ... 1,700,000 ............... (re. $246,000)",1353,Enacted reappropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51302,3500000.0,appropriation,"29 law (51302) .................................. 3,500,000",1354,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51302,3500000.0,appropriation,"29 law (51302) .................................. 3,500,000",1354,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51302,3500000.0,appropriation,"29 law (51302) .................................. 3,500,000",1354,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51305,3500000.0,appropriation,"45 490 of the tax law (51305) ................... 3,500,000",1354,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51305,3500000.0,appropriation,"45 490 of the tax law (51305) ................... 3,500,000",1354,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51305,3500000.0,appropriation,"45 490 of the tax law (51305) ................... 3,500,000",1354,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51313,926000.0,appropriation,"24 the real property tax law (51313) .............. 926,000",1355,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51313,926000.0,appropriation,"24 the real property tax law (51313) .............. 926,000",1355,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TAXATION AND FINANCE,AID TO LOCALITIES,51313,926000.0,appropriation,"24 the real property tax law (51313) .............. 926,000",1355,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54248,3500000.0,appropriation,"28 the Verrazzano Narrows Bridge (54248) ........ 3,500,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54248,3500000.0,appropriation,"28 the Verrazzano Narrows Bridge (54248) ........ 3,500,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54248,3500000.0,appropriation,"28 the Verrazzano Narrows Bridge (54248) ........ 3,500,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54247,3300000.0,appropriation,"37 (54247) ...................................... 3,300,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54247,3300000.0,appropriation,"37 (54247) ...................................... 3,300,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54247,3300000.0,appropriation,"37 (54247) ...................................... 3,300,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54206,3500000.0,appropriation,"46 (54206) ...................................... 3,500,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54206,3500000.0,appropriation,"46 (54206) ...................................... 3,500,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54206,3500000.0,appropriation,"46 (54206) ...................................... 3,500,000",1356,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54246,3500000.0,appropriation,"10 Center E-ZPass Account (54246) ............... 3,500,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54246,3500000.0,appropriation,"10 Center E-ZPass Account (54246) ............... 3,500,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54246,3500000.0,appropriation,"10 Center E-ZPass Account (54246) ............... 3,500,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54226,5200000.0,appropriation,"19 (54226) ...................................... 5,200,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54226,5200000.0,appropriation,"19 (54226) ...................................... 5,200,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54226,5200000.0,appropriation,"19 (54226) ...................................... 5,200,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54105,7000000.0,appropriation,"28 Bridge (54105) ............................... 7,000,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54105,7000000.0,appropriation,"28 Bridge (54105) ............................... 7,000,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54105,7000000.0,appropriation,"28 Bridge (54105) ............................... 7,000,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53206,37372500.0,appropriation,"31 eof (53206) ................................. 37,372,500",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53206,37372500.0,appropriation,"31 eof (53206) ................................. 37,372,500",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53206,37372500.0,appropriation,"31 eof (53206) ................................. 37,372,500",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53207,26808200.0,appropriation,"34 thereof (53207) ............................. 26,808,200",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53207,26808200.0,appropriation,"34 thereof (53207) ............................. 26,808,200",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53207,26808200.0,appropriation,"34 thereof (53207) ............................. 26,808,200",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53208,31937000.0,appropriation,"37 expenses thereof (53208) .................... 31,937,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53208,31937000.0,appropriation,"37 expenses thereof (53208) .................... 31,937,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53208,31937000.0,appropriation,"37 expenses thereof (53208) .................... 31,937,000",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53209,38230500.0,appropriation,"40 eof (53209) ................................. 38,230,500",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53209,38230500.0,appropriation,"40 eof (53209) ................................. 38,230,500",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53209,38230500.0,appropriation,"40 eof (53209) ................................. 38,230,500",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53210,27774700.0,appropriation,"51 the budget (53210) .......................... 27,774,700",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53210,27774700.0,appropriation,"51 the budget (53210) .......................... 27,774,700",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53210,27774700.0,appropriation,"51 the budget (53210) .......................... 27,774,700",1357,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54277,990100.0,appropriation,"2 expenses thereof (54277) ....................... 990,100",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54277,990100.0,appropriation,"2 expenses thereof (54277) ....................... 990,100",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54277,990100.0,appropriation,"2 expenses thereof (54277) ....................... 990,100",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54224,818100.0,appropriation,"5 ing expenses thereof (54224) ................... 818,100",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54224,818100.0,appropriation,"5 ing expenses thereof (54224) ................... 818,100",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54224,818100.0,appropriation,"5 ing expenses thereof (54224) ................... 818,100",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54273,980500.0,appropriation,"8 ating expenses thereof (54273) ................. 980,500",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54273,980500.0,appropriation,"8 ating expenses thereof (54273) ................. 980,500",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54273,980500.0,appropriation,"8 ating expenses thereof (54273) ................. 980,500",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54274,1273600.0,appropriation,"11 expenses thereof (54274) ..................... 1,273,600",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54274,1273600.0,appropriation,"11 expenses thereof (54274) ..................... 1,273,600",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54274,1273600.0,appropriation,"11 expenses thereof (54274) ..................... 1,273,600",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54238,937700.0,appropriation,"22 tor of the budget (54238) ...................... 937,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54238,937700.0,appropriation,"22 tor of the budget (54238) ...................... 937,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54238,937700.0,appropriation,"22 tor of the budget (54238) ...................... 937,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53211,33500.0,appropriation,"26 directly or under contract (53211) .............. 33,500",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53211,33500.0,appropriation,"26 directly or under contract (53211) .............. 33,500",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53211,33500.0,appropriation,"26 directly or under contract (53211) .............. 33,500",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53212,326900.0,appropriation,"30 (53212) ........................................ 326,900",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53212,326900.0,appropriation,"30 (53212) ........................................ 326,900",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53212,326900.0,appropriation,"30 (53212) ........................................ 326,900",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53213,548700.0,appropriation,"35 contract (53213) ............................... 548,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53213,548700.0,appropriation,"35 contract (53213) ............................... 548,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53213,548700.0,appropriation,"35 contract (53213) ............................... 548,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53214,663700.0,appropriation,"39 services (53214) ............................... 663,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53214,663700.0,appropriation,"39 services (53214) ............................... 663,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53214,663700.0,appropriation,"39 services (53214) ............................... 663,700",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53215,258200.0,appropriation,"44 (53215) ........................................ 258,200",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53215,258200.0,appropriation,"44 (53215) ........................................ 258,200",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53215,258200.0,appropriation,"44 (53215) ........................................ 258,200",1358,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53216,873700.0,appropriation,"12 (53216) ........................................ 873,700",1359,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53216,873700.0,appropriation,"12 (53216) ........................................ 873,700",1359,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53216,873700.0,appropriation,"12 (53216) ........................................ 873,700",1359,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53217,317000.0,appropriation,"23 (53217) ........................................ 317,000",1359,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53217,317000.0,appropriation,"23 (53217) ........................................ 317,000",1359,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53217,317000.0,appropriation,"23 (53217) ........................................ 317,000",1359,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54253,10343500.0,appropriation,"20 eof (54253) ................................. 10,343,500",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54253,10343500.0,appropriation,"20 eof (54253) ................................. 10,343,500",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54253,10343500.0,appropriation,"20 eof (54253) ................................. 10,343,500",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54251,9217100.0,appropriation,"23 thereof (54251) .............................. 9,217,100",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54251,9217100.0,appropriation,"23 thereof (54251) .............................. 9,217,100",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54251,9217100.0,appropriation,"23 thereof (54251) .............................. 9,217,100",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54252,10331400.0,appropriation,"26 expenses thereof (54252) .................... 10,331,400",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54252,10331400.0,appropriation,"26 expenses thereof (54252) .................... 10,331,400",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54252,10331400.0,appropriation,"26 expenses thereof (54252) .................... 10,331,400",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54254,13457200.0,appropriation,"29 thereof (54254) ............................. 13,457,200",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54254,13457200.0,appropriation,"29 thereof (54254) ............................. 13,457,200",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54254,13457200.0,appropriation,"29 thereof (54254) ............................. 13,457,200",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54250,8791800.0,appropriation,"40 tor of the budget (54250) .................... 8,791,800",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54250,8791800.0,appropriation,"40 tor of the budget (54250) .................... 8,791,800",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54250,8791800.0,appropriation,"40 tor of the budget (54250) .................... 8,791,800",1360,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54282,92343000.0,appropriation,"39 (54282) ..................................... 92,343,000",1361,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54282,92343000.0,appropriation,"39 (54282) ..................................... 92,343,000",1361,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54282,92343000.0,appropriation,"39 (54282) ..................................... 92,343,000",1361,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53173,522337300.0,appropriation,"29 ating authority (53173) .................... 522,337,300",1362,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53173,522337300.0,appropriation,"29 ating authority (53173) .................... 522,337,300",1362,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53173,522337300.0,appropriation,"29 ating authority (53173) .................... 522,337,300",1362,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53175,25251000.0,appropriation,"12 itan transportation authority (53175) ....... 25,251,000",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53175,25251000.0,appropriation,"12 itan transportation authority (53175) ....... 25,251,000",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53175,25251000.0,appropriation,"12 itan transportation authority (53175) ....... 25,251,000",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53176,2163949000.0,appropriation,"34 ating authority (53176) .................. 2,163,949,000",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53176,2163949000.0,appropriation,"34 ating authority (53176) .................. 2,163,949,000",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53176,2163949000.0,appropriation,"34 ating authority (53176) .................. 2,163,949,000",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53177,987219400.0,appropriation,"44 service agreements (53177) ................. 987,219,400",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53177,987219400.0,appropriation,"44 service agreements (53177) ................. 987,219,400",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53177,987219400.0,appropriation,"44 service agreements (53177) ................. 987,219,400",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53178,6365300.0,appropriation,"48 directly or under contract (53178) ........... 6,365,300",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53178,6365300.0,appropriation,"48 directly or under contract (53178) ........... 6,365,300",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53178,6365300.0,appropriation,"48 directly or under contract (53178) ........... 6,365,300",1364,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53179,59325100.0,appropriation,"4 law (53179) ................................. 59,325,100",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53179,59325100.0,appropriation,"4 law (53179) ................................. 59,325,100",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53179,59325100.0,appropriation,"4 law (53179) ................................. 59,325,100",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53180,101423700.0,appropriation,"9 (53180) .................................... 101,423,700",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53180,101423700.0,appropriation,"9 (53180) .................................... 101,423,700",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53180,101423700.0,appropriation,"9 (53180) .................................... 101,423,700",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53181,123521100.0,appropriation,"13 services (53181) ........................... 123,521,100",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53181,123521100.0,appropriation,"13 services (53181) ........................... 123,521,100",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53181,123521100.0,appropriation,"13 services (53181) ........................... 123,521,100",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53182,48108600.0,appropriation,"18 (53182) ..................................... 48,108,600",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53182,48108600.0,appropriation,"18 (53182) ..................................... 48,108,600",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53182,48108600.0,appropriation,"18 (53182) ..................................... 48,108,600",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53183,159176200.0,appropriation,"26 service (53183) ............................ 159,176,200",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53183,159176200.0,appropriation,"26 service (53183) ............................ 159,176,200",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53183,159176200.0,appropriation,"26 service (53183) ............................ 159,176,200",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54217,11000000.0,appropriation,"31 under contract (54217) ...................... 11,000,000",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54217,11000000.0,appropriation,"31 under contract (54217) ...................... 11,000,000",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,54217,11000000.0,appropriation,"31 under contract (54217) ...................... 11,000,000",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53184,58168500.0,appropriation,"43 director of the budget (53184) .............. 58,168,500",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53184,58168500.0,appropriation,"43 director of the budget (53184) .............. 58,168,500",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53184,58168500.0,appropriation,"43 director of the budget (53184) .............. 58,168,500",1365,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53185,18493700.0,appropriation,"31 eof (53185) ................................. 18,493,700",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53185,18493700.0,appropriation,"31 eof (53185) ................................. 18,493,700",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53185,18493700.0,appropriation,"31 eof (53185) ................................. 18,493,700",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF TRANSPORTATION,AID TO LOCALITIES,53186,17112500.0,appropriation,"34 thereof (53186) ............................. 17,112,500",1366,Enacted appropriation should appear as reappropriation in executive budget,2025
